Game,Result,Color,Opening,FirstMove
alimahmoodi_toufan2013_2014.01.01_15:00:40,0,black,Classical Defense,d7d5
Dreveny_ivko_savin_2014.01.01_14:59:08,1/2,white,English Opening: King's English Variation,c2c4
Dreveny_ivko_savin_2014.01.01_14:59:08,1/2,black,Four Knights Variation #2,e7e5
bussdao_riton_2014.01.01_15:00:26,1,white,Englund Gambit,d2d4
bussdao_riton_2014.01.01_15:00:26,0,black,--,e7e5
chess-chess_147a_2014.01.01_15:00:55,0,white,Modern Defense,e2e4
chess-chess_147a_2014.01.01_15:00:55,1,black,--,g7g6
maryam_417_TheWatchfulMongoose_2014.01.01_15:01:09,1,white,Italian Game: Two Knights Defense,e2e4
maryam_417_TheWatchfulMongoose_2014.01.01_15:01:09,0,black,de Riviere Gambit,e7e5
joyeuxgars_MRS-1_2014.01.01_15:01:14,1,white,Englund Gambit Complex Declined,d2d4
joyeuxgars_MRS-1_2014.01.01_15:01:14,0,black,--,e7e5
voljan19_prados_2014.01.01_15:01:28,1,white,Scandinavian Defense,e2e4
voljan19_prados_2014.01.01_15:01:28,0,black,--,d7d5
ruslan11_huwster_2014.01.01_15:01:26,0,white,Queen's Pawn Game,d2d4
ruslan11_huwster_2014.01.01_15:01:26,1,black,--,d7d5
coralines_Yesterday2_2014.01.01_15:01:23,0,white,Benoni Defense: Cormorant Gambit,d2d4
coralines_Yesterday2_2014.01.01_15:01:23,1,black,--,c7c5
mazyar-roozbeh_fhfji_2014.01.01_15:02:09,1,white,Alekhine Defense: Two Pawn Attack,e2e4
mazyar-roozbeh_fhfji_2014.01.01_15:02:09,0,black,--,g8f6
amayak_BozGoord_2014.01.01_15:01:47,0,white,French Defense: Chigorin Variation,e2e4
amayak_BozGoord_2014.01.01_15:01:47,1,black,--,e7e6
jpcheck_seb95_2014.01.01_15:01:51,1,white,King's Pawn Game: Leonardis Variation,e2e4
jpcheck_seb95_2014.01.01_15:01:51,0,black,--,e7e5
jaw7388_Doco_2014.01.01_14:59:20,0,white,Pirc Defense #2,d2d4
jaw7388_Doco_2014.01.01_14:59:20,1,black,--,g8f6
karlovac_A12_2014.01.01_15:02:30,1,white,English Defense #2,d2d4
karlovac_A12_2014.01.01_15:02:30,0,black,--,b7b6
IVANIV_Mr_Floppy_2014.01.01_15:02:30,1,white,Russian Game: Damiano Variation,e2e4
IVANIV_Mr_Floppy_2014.01.01_15:02:30,0,black,--,e7e5
arash6613_gameless_2014.01.01_15:02:23,0,white,Center Game: Berger Variation,e2e4
arash6613_gameless_2014.01.01_15:02:23,1,black,--,e7e5
reipi452_zh3000_2014.01.01_15:00:16,1,white,French Defense: Advance Variation,e2e4
reipi452_zh3000_2014.01.01_15:00:16,0,black,Euwe Variation,e7e6
nikron55_zlucky_2014.01.01_15:02:40,1,white,Center Game: Paulsen Attack Variation,e2e4
nikron55_zlucky_2014.01.01_15:02:40,0,black,--,e7e5
vl_jap-2_2014.01.01_15:02:36,0,white,Italian Game: Anti-Fried Liver Defense,e2e4
vl_jap-2_2014.01.01_15:02:36,1,black,--,e7e5
GIRISH786_chesss4_2014.01.01_15:03:03,0,white,Nimzo-Larsen Attack: Modern Variation #3,b2b3
GIRISH786_chesss4_2014.01.01_15:03:03,1,black,--,e7e5
meham_Colonel_2014.01.01_15:01:59,0,white,Vienna Game: Zhuravlev Countergambit #2,e2e4
meham_Colonel_2014.01.01_15:01:59,1,black,--,e7e5
wasil_Alexandr3415_2014.01.01_15:01:30,1/2,white,Giuoco Piano,e2e4
wasil_Alexandr3415_2014.01.01_15:01:30,1/2,black,--,e7e5
prados_hobob_2014.01.01_15:03:19,1,white,Queen's Pawn Game: Mason Attack,d2d4
prados_hobob_2014.01.01_15:03:19,0,black,--,d7d5
GeorgyM89_Alius777_2014.01.01_15:02:45,0,white,Queen's Pawn Game: Zukertort Variation,d2d4
GeorgyM89_Alius777_2014.01.01_15:02:45,1,black,--,d7d5
kybes_lin_2014.01.01_15:03:16,1,white,Nimzowitsch Defense: Williams Variation,e2e4
kybes_lin_2014.01.01_15:03:16,0,black,--,b8c6
hemaster_crazyslon_2014.01.01_15:03:02,1,white,Benko Gambit: Zaitsev System,d2d4
hemaster_crazyslon_2014.01.01_15:03:02,0,black,--,g8f6
rasa_20_GoodLuckMyFriend_2014.01.01_15:01:15,0,white,Van't Kruijs Opening,e2e3
rasa_20_GoodLuckMyFriend_2014.01.01_15:01:15,1,black,--,e7e5
Kalichi_abadah_2014.01.01_15:03:49,0,white,Gruenfeld Defense: Three Knights Variation #2,d2d4
Kalichi_abadah_2014.01.01_15:03:49,1,black,--,g8f6
cadmandior_seb95_2014.01.01_15:04:36,0,white,Van't Kruijs Opening,e2e3
cadmandior_seb95_2014.01.01_15:04:36,1,black,--,e7e6
Cls_soldier122_2014.01.01_15:03:51,1,white,East Indian Defense,d2d4
Cls_soldier122_2014.01.01_15:03:51,0,black,--,g8f6
ASpotySpot_tryu_2014.01.01_15:03:23,1,white,Horwitz Defense,d2d4
ASpotySpot_tryu_2014.01.01_15:03:23,0,black,--,e7e6
VICKING76_armandabaghchi_2014.01.01_15:03:49,0,white,Owen Defense,e2e4
VICKING76_armandabaghchi_2014.01.01_15:03:49,1,black,--,b7b6
Joueurfel_mrtoad_2014.01.01_15:03:52,0,white,Sicilian Defense,e2e4
Joueurfel_mrtoad_2014.01.01_15:03:52,1,black,--,c7c5
tisdag15_tapas_chess_2014.01.01_15:02:39,0,white,Modern Defense,e2e4
tisdag15_tapas_chess_2014.01.01_15:02:39,1,black,--,g7g6
rojito_Lenur_2014.01.01_15:04:47,1,white,Russian Game: Urusov Gambit,e2e4
rojito_Lenur_2014.01.01_15:04:47,0,black,--,e7e5
NanoT_seb95_2014.01.01_15:05:41,0,white,Englund Gambit,d2d4
NanoT_seb95_2014.01.01_15:05:41,1,black,--,e7e5
maryam_417_peterlijnse_2014.01.01_15:05:02,1,white,Italian Game: Hungarian Defense,e2e4
maryam_417_peterlijnse_2014.01.01_15:05:02,0,black,--,e7e5
ASpotySpot_chess-chess_2014.01.01_15:05:03,1,white,Old Benoni Defense,d2d4
ASpotySpot_chess-chess_2014.01.01_15:05:03,0,black,--,c7c5
Galinka-18_FireWorks_2014.01.01_15:02:44,0,white,Sicilian Defense: Closed Variation,e2e4
Galinka-18_FireWorks_2014.01.01_15:02:44,1,black,--,c7c5
littlepawn77_toufan2013_2014.01.01_15:05:39,1,white,London System,d2d4
littlepawn77_toufan2013_2014.01.01_15:05:39,0,black,--,g8f6
alex2099_vfhbz_2014.01.01_15:04:08,1,white,Queen's Pawn Game #2,d2d4
alex2099_vfhbz_2014.01.01_15:04:08,0,black,--,d7d5
greg1970_ArchisT_2014.01.01_15:05:58,0,white,King's Pawn Game: Leonardis Variation,e2e4
greg1970_ArchisT_2014.01.01_15:05:58,1,black,--,e7e5
ramnam_Geol13_2014.01.01_15:05:21,1,white,Sicilian Defense: Marshall Counterattack,e2e4
ramnam_Geol13_2014.01.01_15:05:21,0,black,--,c7c5
borism_Bucanatol_2014.01.01_15:05:23,0,white,Sicilian Defense: Kalashnikov Variation,e2e4
borism_Bucanatol_2014.01.01_15:05:23,1,black,--,c7c5
jpcheck_alimahmoodi_2014.01.01_15:05:56,1,white,King's Knight Opening: Normal Variation,e2e4
jpcheck_alimahmoodi_2014.01.01_15:05:56,0,black,--,e7e5
amateur25_dasylirion_2014.01.01_15:05:46,1,white,French Defense #2,e2e4
amateur25_dasylirion_2014.01.01_15:05:46,0,black,--,e7e6
Wasily1950_viksav_2014.01.01_15:06:11,1,white,Queen's Gambit Declined: Traditional Variation,d2d4
Wasily1950_viksav_2014.01.01_15:06:11,0,black,--,d7d5
jess67_fktrcfylh_2014.01.01_15:06:19,1,white,Scotch Game,e2e4
jess67_fktrcfylh_2014.01.01_15:06:19,0,black,--,e7e5
spaces_Andrius_2014.01.01_15:06:30,1,white,Rubinstein Opening,d2d4
spaces_Andrius_2014.01.01_15:06:30,0,black,--,g8f6
cetnik_SMJT_2014.01.01_15:05:10,0,white,Caro-Kann Defense: Exchange Variation,e2e4
cetnik_SMJT_2014.01.01_15:05:10,1,black,--,c7c6
safasfqw12_cordobesista_2014.01.01_15:06:17,0,white,Nimzo-Larsen Attack: Classical Variation,b2b3
safasfqw12_cordobesista_2014.01.01_15:06:17,1,black,--,d7d5
abadah_Kalichi_2014.01.01_15:06:33,1,white,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,e2e4
abadah_Kalichi_2014.01.01_15:06:33,0,black,--,c7c5
zh3000_vvg1953_2014.01.01_15:06:11,1,white,Semi-Slav Defense: Main Line,d2d4
zh3000_vvg1953_2014.01.01_15:06:11,0,black,--,e7e6
Vlader_SALAR_4_2014.01.01_15:06:45,1,white,Russian Game: Three Knights Game,e2e4
Vlader_SALAR_4_2014.01.01_15:06:45,0,black,--,e7e5
prados_Thales_Bortolanza_2014.01.01_15:06:59,1,white,Queen's Pawn,d2d4
prados_Thales_Bortolanza_2014.01.01_15:06:59,0,black,--,d7d6
casius333_ljuchio1_2014.01.01_15:06:44,0,white,Sicilian Defense: French Variation,e2e4
casius333_ljuchio1_2014.01.01_15:06:44,1,black,Open,c7c5
ferayazura_seb95_2014.01.01_15:07:16,0,white,Van't Kruijs Opening,e2e3
ferayazura_seb95_2014.01.01_15:07:16,1,black,--,e7e5
A12_sforca_2014.01.01_15:07:03,1,white,Hungarian Opening: Symmetrical Variation,g2g3
A12_sforca_2014.01.01_15:07:03,0,black,--,g7g6
javed8168_Aakarsh01_2014.01.01_15:07:09,1,white,Italian Game: Anti-Fried Liver Defense,e2e4
javed8168_Aakarsh01_2014.01.01_15:07:09,0,black,--,e7e5
tibi_safran54_2014.01.01_15:06:51,0,white,Ruy Lopez: Morphy Defense,e2e4
tibi_safran54_2014.01.01_15:06:51,1,black,Anderssen Variation,e7e5
MysticRollmops_Nikvol_2014.01.01_15:04:50,1,white,Sicilian Defense: Alapin Variation,e2e4
MysticRollmops_Nikvol_2014.01.01_15:04:50,0,black,Sherzer Variation,c7c5
swhitt22_nevering_2014.01.01_15:07:41,0,white,Caro-Kann Defense: Advance Variation,e2e4
swhitt22_nevering_2014.01.01_15:07:41,1,black,Botvinnik-Carls Defense,c7c6
Nevski_tryu_2014.01.01_15:07:48,1,white,Queen's Gambit Declined: Modern Variation,d2d4
Nevski_tryu_2014.01.01_15:07:48,0,black,--,e7e6
Peapop_kittu2_2014.01.01_15:07:38,1,white,Queen's Pawn Game #2,d2d4
Peapop_kittu2_2014.01.01_15:07:38,0,black,--,d7d5
sergey36_avito345644_2014.01.01_15:06:53,0,white,Sicilian Defense: Bowdler Attack,e2e4
sergey36_avito345644_2014.01.01_15:06:53,1,black,--,c7c5
Colonel_Aprenent_2014.01.01_15:07:33,1,white,Ruy Lopez: Exchange Variation,e2e4
Colonel_Aprenent_2014.01.01_15:07:33,0,black,Lutikov Variation,e7e5
Geol13_ramnam_2014.01.01_15:07:28,0,white,Sicilian Defense: Bowdler Attack,e2e4
Geol13_ramnam_2014.01.01_15:07:28,1,black,--,c7c5
maslick_j0hncap0ne_2014.01.01_15:07:13,1/2,white,King's Pawn Game,e2e4
maslick_j0hncap0ne_2014.01.01_15:07:13,1/2,black,--,e7e5
vfhbz_evgen464_2014.01.01_15:08:02,1,white,Horwitz Defense,d2d4
vfhbz_evgen464_2014.01.01_15:08:02,0,black,--,e7e6
melro_robby07_2014.01.01_15:08:04,0,white,English Opening: The Whale,e2e4
melro_robby07_2014.01.01_15:08:04,1,black,--,e7e5
farnam85_Duet_2014.01.01_15:08:42,0,white,Sicilian Defense: Closed,e2e4
farnam85_Duet_2014.01.01_15:08:42,1,black,--,c7c5
dasylirion_muhammet99_2014.01.01_15:08:25,0,white,Mieses Opening,d2d3
dasylirion_muhammet99_2014.01.01_15:08:25,1,black,--,d7d5
Jugo_galina-malina_2014.01.01_15:03:26,1/2,white,Bishop's Opening: Vienna Hybrid,e2e4
Jugo_galina-malina_2014.01.01_15:03:26,1/2,black,Spielmann Attack,e7e5
sead1_dipanshubhanot_2014.01.01_15:08:47,1,white,Van't Kruijs Opening,e2e3
sead1_dipanshubhanot_2014.01.01_15:08:47,0,black,--,e7e5
Behonest_bia_2014.01.01_15:08:44,1,white,Modern Defense,d2d4
Behonest_bia_2014.01.01_15:08:44,0,black,--,d7d6
cordobesista_safasfqw12_2014.01.01_15:08:27,0,white,Robatsch (Modern) Defense,e2e4
cordobesista_safasfqw12_2014.01.01_15:08:27,1,black,--,g7g6
Ramil82_HIZLIGiDENat_2014.01.01_15:08:51,1,white,Rat Defense: Small Center Defense,d2d4
Ramil82_HIZLIGiDENat_2014.01.01_15:08:51,0,black,--,e7e6
AMIR-Gho_rasulpvl_2014.01.01_15:09:06,1,white,Van't Kruijs Opening,e2e3
AMIR-Gho_rasulpvl_2014.01.01_15:09:06,0,black,--,e7e5
eisenheim_l_MiroslavK_2014.01.01_15:08:47,1,white,Sicilian Defense: Najdorf Variation,e2e4
eisenheim_l_MiroslavK_2014.01.01_15:08:47,0,black,Opocensky Variation,d7d6
rx_SavoRadovanovic_2014.01.01_15:08:48,0,white,Sicilian Defense: Bowdler Attack,e2e4
rx_SavoRadovanovic_2014.01.01_15:08:48,1,black,--,c7c5
ramnam_Geol13_2014.01.01_15:09:39,1,white,Italian Game: Giuoco Pianissimo,e2e4
ramnam_Geol13_2014.01.01_15:09:39,0,black,Normal,e7e5
muflon_Purify_2014.01.01_15:09:19,0,white,King's Gambit Accepted,e2e4
muflon_Purify_2014.01.01_15:09:19,1,black,Fischer Defense,e7e5
bozo1_Drmit_2014.01.01_15:09:08,0,white,Queen's Pawn Game: Franco-Sicilian Defense,e2e4
bozo1_Drmit_2014.01.01_15:09:08,1,black,--,e7e6
juga_sammy1_2014.01.01_15:09:46,1,white,King's Pawn Game: Busch-Gass Gambit,e2e4
juga_sammy1_2014.01.01_15:09:46,0,black,--,e7e5
mrtoad_Joueurfel_2014.01.01_15:10:02,1,white,Horwitz Defense,d2d4
mrtoad_Joueurfel_2014.01.01_15:10:02,0,black,--,e7e6
defoncetous_zikatrala_2014.01.01_15:08:13,1,white,Kangaroo Defense,d2d4
defoncetous_zikatrala_2014.01.01_15:08:13,0,black,--,e7e6
Vax_iva_nov_2014.01.01_15:08:59,1,white,French Defense: Rubinstein Variation,e2e4
Vax_iva_nov_2014.01.01_15:08:59,0,black,--,e7e6
Oksana_mehdi1338_2014.01.01_15:09:38,0,white,Philidor Defense #4,e2e4
Oksana_mehdi1338_2014.01.01_15:09:38,1,black,--,e7e5
littlepawn77_seb95_2014.01.01_15:10:16,1,white,Englund Gambit,d2d4
littlepawn77_seb95_2014.01.01_15:10:16,0,black,--,e7e5
saranoz_borzin_2014.01.01_15:10:25,1,white,Sicilian Defense: Paulsen Variation,e2e4
saranoz_borzin_2014.01.01_15:10:25,0,black,--,c7c5
bia_Behonest_2014.01.01_15:11:02,0,white,Slav Defense #2,d2d4
bia_Behonest_2014.01.01_15:11:02,1,black,--,d7d5
fktrcfylh_jess67_2014.01.01_15:11:02,0,white,Bishop's Opening: Berlin Defense,e2e4
fktrcfylh_jess67_2014.01.01_15:11:02,1,black,--,e7e5
muhammet99_mehmetag_2014.01.01_15:11:02,1,white,English Defense #2,d2d4
muhammet99_mehmetag_2014.01.01_15:11:02,0,black,--,b7b6
1946toxa_GambitRicky_2014.01.01_15:11:12,0,white,Caro-Kann Defense: Advance Variation,e2e4
1946toxa_GambitRicky_2014.01.01_15:11:12,1,black,--,c7c6
karpov2000_seb95_2014.01.01_15:11:48,0,white,Englund Gambit,d2d4
karpov2000_seb95_2014.01.01_15:11:48,1,black,--,e7e5
life_on_marc_ANDREABELENY_2014.01.01_15:11:16,1,white,Van't Kruijs Opening,e2e3
life_on_marc_ANDREABELENY_2014.01.01_15:11:16,0,black,--,e7e5
mrsearchforastar_mohammadsaadi_2014.01.01_15:09:21,0,white,French Defense: Steinitz Attack,e2e4
mrsearchforastar_mohammadsaadi_2014.01.01_15:09:21,1,black,--,e7e6
Kyklades_braq_2014.01.01_15:11:18,1,white,King's Pawn Game: Leonardis Variation,e2e4
Kyklades_braq_2014.01.01_15:11:18,0,black,--,e7e5
Arabika2_november_foxtrot_3_2014.01.01_15:11:39,0,white,Nimzowitsch Defense: Franco-Nimzowitsch Variation,e2e4
Arabika2_november_foxtrot_3_2014.01.01_15:11:39,1,black,--,e7e6
ramnam_IgorKoc_2014.01.01_15:11:41,0,white,Scotch Game: Scotch Gambit,e2e4
ramnam_IgorKoc_2014.01.01_15:11:41,1,black,--,e7e5
AlwaysWinner_Andrandandand_2014.01.01_15:11:41,1,white,Philidor Defense,e2e4
AlwaysWinner_Andrandandand_2014.01.01_15:11:41,0,black,--,e7e5
njk_cesarpr78_2014.01.01_15:12:09,0,white,French Defense #2,e2e4
njk_cesarpr78_2014.01.01_15:12:09,1,black,--,e7e6
Zaamu_peterlijnse_2014.01.01_15:11:30,1,white,Scotch Game: Benima Defense,e2e4
Zaamu_peterlijnse_2014.01.01_15:11:30,0,black,--,e7e5
Teplov_gelus_2014.01.01_15:12:01,0,white,Modern Defense: Two Knights Variation,e2e4
Teplov_gelus_2014.01.01_15:12:01,1,black,Suttles Variation,g7g6
miro81_J_orjik_2014.01.01_15:12:18,0,white,King's Pawn Game: Wayward Queen Attack,e2e4
miro81_J_orjik_2014.01.01_15:12:18,1,black,--,e7e5
rita_ArchisT_2014.01.01_15:11:52,0,white,Pirc Defense: Sveshnikov System,d2d4
rita_ArchisT_2014.01.01_15:11:52,1,black,--,g8f6
kokomal_dodet_2014.01.01_15:10:50,1,white,French Defense: Queen's Knight,e2e4
kokomal_dodet_2014.01.01_15:10:50,0,black,--,e7e6
var_var_javad2014_2014.01.01_15:12:07,1,white,Bishop's Opening: Boi Variation,e2e4
var_var_javad2014_2014.01.01_15:12:07,0,black,--,e7e5
ctlfyrf65_maximo_2014.01.01_15:12:42,0,white,Pirc Defense: Byrne Variation,e2e4
ctlfyrf65_maximo_2014.01.01_15:12:42,1,black,--,d7d6
coldyn_serbo_2014.01.01_15:11:02,1,white,Bishop's Opening,e2e4
coldyn_serbo_2014.01.01_15:11:02,0,black,--,e7e5
juris_eduard76_2014.01.01_15:12:25,0,white,Hungarian Opening,g2g3
juris_eduard76_2014.01.01_15:12:25,1,black,--,e7e5
Ivan250556_sabonis_2014.01.01_15:13:18,1,white,Pirc Defense #4,e2e4
Ivan250556_sabonis_2014.01.01_15:13:18,0,black,--,d7d6
osborj1_belinda_2014.01.01_15:12:28,0,white,Bird Opening,f2f4
osborj1_belinda_2014.01.01_15:12:28,1,black,--,g8f6
Tourblanche_job_2014.01.01_15:13:53,0,white,Sicilian Defense: French Variation,e2e4
Tourblanche_job_2014.01.01_15:13:53,1,black,--,c7c5
GENIALOFF_microcommega_2014.01.01_15:13:46,0,white,Italian Game: Two Knights Defense,e2e4
GENIALOFF_microcommega_2014.01.01_15:13:46,1,black,Ulvestad Variation,e7e5
eisenheim_l_sead1_2014.01.01_15:12:42,1,white,French Defense: Knight Variation,e2e4
eisenheim_l_sead1_2014.01.01_15:12:42,0,black,--,e7e6
mariman_ivillamil_2014.01.01_15:13:28,1,white,Bishop's Opening,e2e4
mariman_ivillamil_2014.01.01_15:13:28,0,black,--,e7e5
labo528_BozGoord_2014.01.01_15:12:28,1,white,King's Indian Attack: Yugoslav Variation,g1f3
labo528_BozGoord_2014.01.01_15:12:28,0,black,--,d7d5
mesuttasdemir1_bmv_2014.01.01_15:12:57,0,white,Kadas Opening,h2h4
mesuttasdemir1_bmv_2014.01.01_15:12:57,1,black,--,e7e5
Gaetandid_SignNWonder_2014.01.01_15:14:12,1,white,Trompowsky Attack: Classical Defense,d2d4
Gaetandid_SignNWonder_2014.01.01_15:14:12,0,black,--,g8f6
abadah_Kalichi_2014.01.01_15:12:41,1,white,Sicilian Defense: Closed Variation,e2e4
abadah_Kalichi_2014.01.01_15:12:41,0,black,Traditional,c7c5
zlucky_HighP_2014.01.01_15:12:38,0,white,Alekhine Defense: Balogh Variation,e2e4
zlucky_HighP_2014.01.01_15:12:38,1,black,--,g8f6
ChingisKhan_vladA4937_2014.01.01_15:13:31,0,white,Queen's Gambit Accepted: Accelerated Mannheim Variation,d2d4
ChingisKhan_vladA4937_2014.01.01_15:13:31,1,black,--,d7d5
LaFa_nuam_2014.01.01_15:12:49,0,white,Pirc Defense #4,e2e4
LaFa_nuam_2014.01.01_15:12:49,1,black,--,d7d6
Fuirio_Petitlouis46664_2014.01.01_15:15:01,0,white,Polish Opening,b2b4
Fuirio_Petitlouis46664_2014.01.01_15:15:01,1,black,--,d7d6
bugsbunny_babak64_2014.01.01_15:13:58,1/2,white,Van't Kruijs Opening,e2e3
bugsbunny_babak64_2014.01.01_15:13:58,1/2,black,--,e7e6
piramidus_uji_2014.01.01_15:13:28,0,white,Owen Defense,e2e4
piramidus_uji_2014.01.01_15:13:28,1,black,--,b7b6
dt-75_erkin-57_2014.01.01_15:13:59,1,white,French Defense #2,e2e4
dt-75_erkin-57_2014.01.01_15:13:59,0,black,--,e7e6
rahman20_vgutsalo_2014.01.01_15:15:15,1,white,Queen's Pawn Game: Mason Attack,d2d4
rahman20_vgutsalo_2014.01.01_15:15:15,0,black,--,d7d5
Jane_Asher_safran54_2014.01.01_15:14:38,1,white,Slav Defense,d2d4
Jane_Asher_safran54_2014.01.01_15:14:38,0,black,--,d7d5
GarryPrzewoz_Favorit07_2014.01.01_15:15:13,0,white,Ponziani Opening: Jaenisch Counterattack,e2e4
GarryPrzewoz_Favorit07_2014.01.01_15:15:13,1,black,--,e7e5
dhpatton_mezdari_2014.01.01_15:15:02,1,white,Ruy Lopez: Exchange Variation,e2e4
dhpatton_mezdari_2014.01.01_15:15:02,0,black,Keres Variation,e7e5
interlekin_Kyklades_2014.01.01_15:15:35,1,white,Saragossa Opening,c2c3
interlekin_Kyklades_2014.01.01_15:15:35,0,black,--,e7e5
mang7_Behonest_2014.01.01_15:15:42,1,white,Zukertort Opening: Queenside Fianchetto Variation,g1f3
mang7_Behonest_2014.01.01_15:15:42,0,black,--,b7b6
vicser_JcMaTe_2014.01.01_15:15:56,0,white,Owen Defense,e2e4
vicser_JcMaTe_2014.01.01_15:15:56,1,black,--,b7b6
IVANIV_kureg123_2014.01.01_15:15:46,1,white,Scotch Game,e2e4
IVANIV_kureg123_2014.01.01_15:15:46,0,black,--,e7e5
inzeitnot_abarmard765_2014.01.01_15:14:47,1,white,Ruy Lopez: Classical Variation,e2e4
inzeitnot_abarmard765_2014.01.01_15:14:47,0,black,Central Variation,e7e5
amirrafie569_wasdf_2014.01.01_15:16:08,1,white,Semi-Slav Defense: Accelerated Move Order,d2d4
amirrafie569_wasdf_2014.01.01_15:16:08,0,black,--,d7d5
SignNWonder_Gaetandid_2014.01.01_15:15:53,0,white,Semi-Slav Defense,g1f3
SignNWonder_Gaetandid_2014.01.01_15:15:53,1,black,--,g8f6
vladimir1951_bauk_2014.01.01_15:16:18,0,white,English Defense,d2d4
vladimir1951_bauk_2014.01.01_15:16:18,1,black,--,e7e6
cleco_maroukette_2014.01.01_15:16:47,0,white,Reti Opening #2,g1f3
cleco_maroukette_2014.01.01_15:16:47,1,black,--,g8f6
ramnam_safasfqw12_2014.01.01_15:16:06,0,white,Modern Defense,e2e4
ramnam_safasfqw12_2014.01.01_15:16:06,1,black,--,g7g6
m_albert137_davidffd_2014.01.01_15:16:10,1/2,white,Scandinavian Defense: Mieses-Kotroc Variation,e2e4
m_albert137_davidffd_2014.01.01_15:16:10,1/2,black,--,d7d5
sebastian1212_Kirsan13_2014.01.01_15:14:26,1/2,white,French Defense: Exchange Variation,e2e4
sebastian1212_Kirsan13_2014.01.01_15:14:26,1/2,black,--,e7e6
gaprial_crazyslon_2014.01.01_15:16:31,0,white,Old Benoni Defense,d2d4
gaprial_crazyslon_2014.01.01_15:16:31,1,black,--,c7c5
javad2014_var_var_2014.01.01_15:16:36,1,white,Bishop's Opening,e2e4
javad2014_var_var_2014.01.01_15:16:36,0,black,--,e7e5
branislav43_Nikvol_2014.01.01_15:17:12,0,white,Sicilian Defense: Closed Variation,e2e4
branislav43_Nikvol_2014.01.01_15:17:12,1,black,--,c7c5
Yur4ik_mazyar-roozbeh_2014.01.01_15:17:16,1,white,Saragossa Opening,c2c3
Yur4ik_mazyar-roozbeh_2014.01.01_15:17:16,0,black,--,d7d5
hayrabedian_bmv_2014.01.01_15:16:11,0,white,English Opening: King's English Variation,c2c4
hayrabedian_bmv_2014.01.01_15:16:11,1,black,Three Knights System,e7e5
littlepawn77_labo528_2014.01.01_15:17:28,0,white,Old Benoni Defense,d2d4
littlepawn77_labo528_2014.01.01_15:17:28,1,black,--,c7c5
peterlijnse_ametist_2014.01.01_15:16:21,1,white,Nimzo-Indian Defense: Spielmann Variation,d2d4
peterlijnse_ametist_2014.01.01_15:16:21,0,black,--,g8f6
NicolasDelaye_Petitlouis46664_2014.01.01_15:17:06,1,white,Van Geet Opening,b1c3
NicolasDelaye_Petitlouis46664_2014.01.01_15:17:06,0,black,--,d7d6
didusb_Awkwarada_2014.01.01_15:17:55,1,white,Ruy Lopez: Berlin Defense #2,e2e4
didusb_Awkwarada_2014.01.01_15:17:55,0,black,--,e7e5
Yesterday2_Romoda_2014.01.01_15:16:56,0,white,Owen Defense,e2e4
Yesterday2_Romoda_2014.01.01_15:16:56,1,black,--,b7b6
maryam_417_PierreDaChello_2014.01.01_15:17:55,1,white,Nimzowitsch Defense,e2e4
maryam_417_PierreDaChello_2014.01.01_15:17:55,0,black,Declined Variation,b8c6
igornikolic_Kosor_2014.01.01_15:17:29,1,white,Hungarian Opening: Symmetrical Variation,g2g3
igornikolic_Kosor_2014.01.01_15:17:29,0,black,--,g7g6
Vax_hannah96_2014.01.01_15:17:30,1,white,Four Knights Game: Italian Variation,e2e4
Vax_hannah96_2014.01.01_15:17:30,0,black,Noa Gambit,e7e5
jap-2_pouria_2014.01.01_15:17:43,0,white,Vienna Game: Stanley Variation,e2e4
jap-2_pouria_2014.01.01_15:17:43,1,black,--,e7e5
sammy1_juga_2014.01.01_15:18:12,1,white,Philidor Defense #3,e2e4
sammy1_juga_2014.01.01_15:18:12,0,black,--,e7e5
job_Tourblanche_2014.01.01_15:19:17,1,white,English Opening: Anglo-Indian Defense,c2c4
job_Tourblanche_2014.01.01_15:19:17,0,black,--,g8f6
Alexandr3415_wasil_2014.01.01_15:19:06,1,white,Philidor Defense #3,e2e4
Alexandr3415_wasil_2014.01.01_15:19:06,0,black,--,e7e5
Evgen2_Mihailinius_2014.01.01_15:18:36,1,white,Caro-Kann Defense: Advance Variation,e2e4
Evgen2_Mihailinius_2014.01.01_15:18:36,0,black,Short Variation,c7c6
Vax_owrd_2014.01.01_15:19:22,0,white,Four Knights Game: Italian Variation,e2e4
Vax_owrd_2014.01.01_15:19:22,1,black,--,e7e5
ArchisT_rita_2014.01.01_15:19:28,1,white,Vienna Game,e2e4
ArchisT_rita_2014.01.01_15:19:28,0,black,--,e7e5
esifree3_Palo147_2014.01.01_15:17:47,1,white,Owen Defense,e2e4
esifree3_Palo147_2014.01.01_15:17:47,0,black,--,b7b6
wiegleben_sexbucket_2014.01.01_15:18:06,1,white,Scandinavian Defense: Main Line,e2e4
wiegleben_sexbucket_2014.01.01_15:18:06,0,black,Mieses Variation,d7d5
sergey36_javad2014_2014.01.01_15:19:24,0,white,Bishop's Opening: Boi Variation,e2e4
sergey36_javad2014_2014.01.01_15:19:24,1,black,--,e7e5
theones_rades_2014.01.01_15:18:27,0,white,French Defense: La Bourdonnais Variation,e2e4
theones_rades_2014.01.01_15:18:27,1,black,--,e7e6
koznazna_klokanovec_2014.01.01_15:19:40,1,white,King's Gambit Accepted,e2e4
